topic,word_id,word,kana,romaji
japanese_jlpt_n1,to_recite_to_chant_to_call_,唱える,となえる,tonaeru
japanese_jlpt_n1,feudal_lord,殿様,とのさま,tonosama
japanese_jlpt_n1,arena,土俵,どひょう,dohyō
japanese_jlpt_n1,door_opening,扉,とびら,tobira
japanese_jlpt_n1,ditch_drain_gap,溝,どぶ,dobu
japanese_jlpt_n1,walking_going_on_foot,徒歩,とほ,toho
japanese_jlpt_n1,public_works,土木,どぼく,do boku
japanese_jlpt_n1,to_play_dumb_to_feign_ignor,とぼける,とぼける,tobokeru
japanese_jlpt_n1,meager_scarce_hard_up_poor,乏しい,とぼしい,toboshii
japanese_jlpt_n1,wealth_fortune,富,とみ,tomi
japanese_jlpt_n1,to_be_rich_to_become_rich,富む,とむ,tomu
japanese_jlpt_n1,working_together_husband_an,共稼ぎ,ともかせぎ,tomokasegi
japanese_jlpt_n1,to_accompany_to_bring_with,伴う,ともなう,tomonau
japanese_jlpt_n1,dual_income_husband_and_wif,共働き,ともばたらき,tomobataraki
japanese_jlpt_n1,dry,ドライ,ドライ,dorai
japanese_jlpt_n1,dry_cleaning,ドライクリーニング,ドライクリーニング,dorai kuriiningu
japanese_jlpt_n1,driver_screwdriver,ドライバー,ドライバー,doraibā
japanese_jlpt_n1,drive_in,ドライブイン,ドライブイン,doraibu in
japanese_jlpt_n1,trouble_sometimes_used_as_a,トラブル,トラブル,toraburu
japanese_jlpt_n1,transistor,トランジスター,トランジスター,toranjisutā
japanese_jlpt_n1,at_once_first_of_all_for_th,とりあえず,とりあえず,toriaezu
japanese_jlpt_n1,treatment_handling_manageme,取扱,とりあつかい,toriatsukai
